#,Subject,0,Item,0,Condition,0,Word,#,#,#,#,RT,#,#
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,163,0,Filler,55,10,fog,jog,1,yes,1399,"Annak a lehet_sŽge, hogy a sz’nŽszn_ a darab ut‡n autogramokat fog osztani, felvillanyozta a rajong—t.",1399
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,163,0,Filler,55,11,"osztani,","keretŽn,",0,yes,834,"Annak a lehet_sŽge, hogy a sz’nŽszn_ a darab ut‡n autogramokat fog osztani, felvillanyozta a rajong—t.",834
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,163,0,Filler,55,12,felvillanyozta,nagyrendezvŽny,0,yes,1486,"Annak a lehet_sŽge, hogy a sz’nŽszn_ a darab ut‡n autogramokat fog osztani, felvillanyozta a rajong—t.",1486
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,163,0,Filler,55,13,a,—,1,yes,597,"Annak a lehet_sŽge, hogy a sz’nŽszn_ a darab ut‡n autogramokat fog osztani, felvillanyozta a rajong—t.",597
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,163,0,Filler,55,14,rajong—t.,nyœjtana.,1,yes,1561,"Annak a lehet_sŽge, hogy a sz’nŽszn_ a darab ut‡n autogramokat fog osztani, felvillanyozta a rajong—t.",1561
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,38,0,Expt-B,7,0,A,x-x-x,0,yes,1142,"A m_vŽsz, aki a m_gy_jt_t lef‡rasztotta a l‡togat‡sa sor‡n, feltekerte a v‡sznat.",1142
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,38,0,Expt-B,7,1,"m_vŽsz,","el_’rt,",1,yes,1717,"A m_vŽsz, aki a m_gy_jt_t lef‡rasztotta a l‡togat‡sa sor‡n, feltekerte a v‡sznat.",1717
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,38,0,Expt-B,7,2,aki,dŽl,1,yes,628,"A m_vŽsz, aki a m_gy_jt_t lef‡rasztotta a l‡togat‡sa sor‡n, feltekerte a v‡sznat.",628
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,38,0,Expt-B,7,3,a,—,0,yes,540,"A m_vŽsz, aki a m_gy_jt_t lef‡rasztotta a l‡togat‡sa sor‡n, feltekerte a v‡sznat.",540
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,38,0,Expt-B,7,4,m_gy_jt_t,‡pol‡snak,0,yes,1758,"A m_vŽsz, aki a m_gy_jt_t lef‡rasztotta a l‡togat‡sa sor‡n, feltekerte a v‡sznat.",1758
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,38,0,Expt-B,7,5,lef‡rasztotta,felhabos’tjuk,0,yes,1766,"A m_vŽsz, aki a m_gy_jt_t lef‡rasztotta a l‡togat‡sa sor‡n, feltekerte a v‡sznat.",1766
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,38,0,Expt-B,7,6,a,‡,0,yes,664,"A m_vŽsz, aki a m_gy_jt_t lef‡rasztotta a l‡togat‡sa sor‡n, feltekerte a v‡sznat.",664
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,38,0,Expt-B,7,7,l‡togat‡sa,egyetŽrtek,1,yes,1183,"A m_vŽsz, aki a m_gy_jt_t lef‡rasztotta a l‡togat‡sa sor‡n, feltekerte a v‡sznat.",1183
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,38,0,Expt-B,7,8,"sor‡n,","tenni,",1,yes,751,"A m_vŽsz, aki a m_gy_jt_t lef‡rasztotta a l‡togat‡sa sor‡n, feltekerte a v‡sznat.",751
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,38,0,Expt-B,7,9,feltekerte,megtagadod,0,yes,2136,"A m_vŽsz, aki a m_gy_jt_t lef‡rasztotta a l‡togat‡sa sor‡n, feltekerte a v‡sznat.",2136
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,38,0,Expt-B,7,10,a,_,0,yes,576,"A m_vŽsz, aki a m_gy_jt_t lef‡rasztotta a l‡togat‡sa sor‡n, feltekerte a v‡sznat.",576
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,38,0,Expt-B,7,11,v‡sznat.,szŽjjel.,1,yes,1149,"A m_vŽsz, aki a m_gy_jt_t lef‡rasztotta a l‡togat‡sa sor‡n, feltekerte a v‡sznat.",1149
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,150,0,Filler,42,0,Az,x-x-x,0,yes,592,"Az a tŽveszme, hogy a n_gy—gy‡sz megvetette a b‡b‡t, sok beteget ijesztett el.",592
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,150,0,Filler,42,1,a,‡,1,yes,1066,"Az a tŽveszme, hogy a n_gy—gy‡sz megvetette a b‡b‡t, sok beteget ijesztett el.",1066
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,150,0,Filler,42,2,"tŽveszme,","prol—gus,",0,no,1273,"Az a tŽveszme, hogy a n_gy—gy‡sz megvetette a b‡b‡t, sok beteget ijesztett el.",
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,150,0,Filler,42,3,hogy,tele,1,no,,"Az a tŽveszme, hogy a n_gy—gy‡sz megvetette a b‡b‡t, sok beteget ijesztett el.",
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,150,0,Filler,42,4,a,—,1,no,,"Az a tŽveszme, hogy a n_gy—gy‡sz megvetette a b‡b‡t, sok beteget ijesztett el.",
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,150,0,Filler,42,5,n_gy—gy‡sz,megrend’t_,0,no,,"Az a tŽveszme, hogy a n_gy—gy‡sz megvetette a b‡b‡t, sok beteget ijesztett el.",
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,150,0,Filler,42,6,megvetette,biblia—r‡k,1,no,,"Az a tŽveszme, hogy a n_gy—gy‡sz megvetette a b‡b‡t, sok beteget ijesztett el.",
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,150,0,Filler,42,7,a,_,0,no,,"Az a tŽveszme, hogy a n_gy—gy‡sz megvetette a b‡b‡t, sok beteget ijesztett el.",
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,150,0,Filler,42,8,"b‡b‡t,","v‡g—t,",0,no,,"Az a tŽveszme, hogy a n_gy—gy‡sz megvetette a b‡b‡t, sok beteget ijesztett el.",
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,150,0,Filler,42,9,sok,es_,0,no,,"Az a tŽveszme, hogy a n_gy—gy‡sz megvetette a b‡b‡t, sok beteget ijesztett el.",
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,150,0,Filler,42,10,beteget,leg‡lis,0,no,,"Az a tŽveszme, hogy a n_gy—gy‡sz megvetette a b‡b‡t, sok beteget ijesztett el.",
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,150,0,Filler,42,11,ijesztett,vir’tanak,1,no,,"Az a tŽveszme, hogy a n_gy—gy‡sz megvetette a b‡b‡t, sok beteget ijesztett el.",
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,150,0,Filler,42,12,el.,fiœ.,1,no,,"Az a tŽveszme, hogy a n_gy—gy‡sz megvetette a b‡b‡t, sok beteget ijesztett el.",
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,145,0,Filler,37,0,"Az,","x-x-x,",0,yes,644,"Az, hogy a nagymama kar‡csonykor sonk‡t szolg‡lt fel, a teljes csal‡dnak šršmet szerzett.",644
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,145,0,Filler,37,1,hogy,Žven,0,yes,1002,"Az, hogy a nagymama kar‡csonykor sonk‡t szolg‡lt fel, a teljes csal‡dnak šršmet szerzett.",1002
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,145,0,Filler,37,2,a,—,0,yes,720,"Az, hogy a nagymama kar‡csonykor sonk‡t szolg‡lt fel, a teljes csal‡dnak šršmet szerzett.",720
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,145,0,Filler,37,3,nagymama,kŽrdŽsed,1,yes,950,"Az, hogy a nagymama kar‡csonykor sonk‡t szolg‡lt fel, a teljes csal‡dnak šršmet szerzett.",950
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,145,0,Filler,37,4,kar‡csonykor,kšzigazgat‡s,0,yes,1346,"Az, hogy a nagymama kar‡csonykor sonk‡t szolg‡lt fel, a teljes csal‡dnak šršmet szerzett.",1346
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,145,0,Filler,37,5,sonk‡t,t‡bora,0,yes,1497,"Az, hogy a nagymama kar‡csonykor sonk‡t szolg‡lt fel, a teljes csal‡dnak šršmet szerzett.",1497
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,145,0,Filler,37,6,szolg‡lt,veszŽlyt,1,yes,1187,"Az, hogy a nagymama kar‡csonykor sonk‡t szolg‡lt fel, a teljes csal‡dnak šršmet szerzett.",1187
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,145,0,Filler,37,7,"fel,","t_z,",0,yes,737,"Az, hogy a nagymama kar‡csonykor sonk‡t szolg‡lt fel, a teljes csal‡dnak šršmet szerzett.",737
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,145,0,Filler,37,8,a,‡,0,yes,721,"Az, hogy a nagymama kar‡csonykor sonk‡t szolg‡lt fel, a teljes csal‡dnak šršmet szerzett.",721
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,145,0,Filler,37,9,teljes,csup‡n,1,yes,1897,"Az, hogy a nagymama kar‡csonykor sonk‡t szolg‡lt fel, a teljes csal‡dnak šršmet szerzett.",1897
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,145,0,Filler,37,10,csal‡dnak,felesŽgŸl,0,yes,1078,"Az, hogy a nagymama kar‡csonykor sonk‡t szolg‡lt fel, a teljes csal‡dnak šršmet szerzett.",1078
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,145,0,Filler,37,11,šršmet,regŽny,1,yes,1730,"Az, hogy a nagymama kar‡csonykor sonk‡t szolg‡lt fel, a teljes csal‡dnak šršmet szerzett.",1730
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,145,0,Filler,37,12,szerzett.,Žvfolyam.,0,yes,957,"Az, hogy a nagymama kar‡csonykor sonk‡t szolg‡lt fel, a teljes csal‡dnak šršmet szerzett.",957
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,91,0,Expt-C,20,0,A,x-x-x,0,yes,600,"A t_zolt—, akit Žszrevett az orvos az Žg_ h‡zban, megijesztette a kuty‡t.",600
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,91,0,Expt-C,20,1,"t_zolt—,","terjed_,",0,yes,1139,"A t_zolt—, akit Žszrevett az orvos az Žg_ h‡zban, megijesztette a kuty‡t.",1139
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,91,0,Expt-C,20,2,akit,vŽrt,0,yes,676,"A t_zolt—, akit Žszrevett az orvos az Žg_ h‡zban, megijesztette a kuty‡t.",676
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,91,0,Expt-C,20,3,Žszrevett,var‡zsolj,0,yes,1830,"A t_zolt—, akit Žszrevett az orvos az Žg_ h‡zban, megijesztette a kuty‡t.",1830
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,91,0,Expt-C,20,4,az,j—,1,yes,1226,"A t_zolt—, akit Žszrevett az orvos az Žg_ h‡zban, megijesztette a kuty‡t.",1226
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,91,0,Expt-C,20,5,orvos,talpa,0,yes,798,"A t_zolt—, akit Žszrevett az orvos az Žg_ h‡zban, megijesztette a kuty‡t.",798
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,91,0,Expt-C,20,6,az,lŽ,0,yes,1390,"A t_zolt—, akit Žszrevett az orvos az Žg_ h‡zban, megijesztette a kuty‡t.",1390
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,91,0,Expt-C,20,7,Žg_,ima,1,yes,908,"A t_zolt—, akit Žszrevett az orvos az Žg_ h‡zban, megijesztette a kuty‡t.",908
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,91,0,Expt-C,20,8,"h‡zban,","lennie,",1,yes,658,"A t_zolt—, akit Žszrevett az orvos az Žg_ h‡zban, megijesztette a kuty‡t.",658
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,91,0,Expt-C,20,9,megijesztette,t‡panyagoknak,0,yes,2042,"A t_zolt—, akit Žszrevett az orvos az Žg_ h‡zban, megijesztette a kuty‡t.",2042
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,91,0,Expt-C,20,10,a,‡,0,yes,735,"A t_zolt—, akit Žszrevett az orvos az Žg_ h‡zban, megijesztette a kuty‡t.",735
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,91,0,Expt-C,20,11,kuty‡t.,tudjam.,0,yes,1803,"A t_zolt—, akit Žszrevett az orvos az Žg_ h‡zban, megijesztette a kuty‡t.",1803
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,153,0,Filler,45,0,Az,x-x-x,0,yes,843,"Az a h’r, hogy a lŽgiutask’sŽr_ eltŽr’tette a Marokk—ba tart— gŽpet, mindenkit elborzasztott.",843
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,153,0,Filler,45,1,a,‡,0,yes,904,"Az a h’r, hogy a lŽgiutask’sŽr_ eltŽr’tette a Marokk—ba tart— gŽpet, mindenkit elborzasztott.",904
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,153,0,Filler,45,2,"h’r,","kg,",1,yes,1349,"Az a h’r, hogy a lŽgiutask’sŽr_ eltŽr’tette a Marokk—ba tart— gŽpet, mindenkit elborzasztott.",1349
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,153,0,Filler,45,3,hogy,sz—t,1,yes,795,"Az a h’r, hogy a lŽgiutask’sŽr_ eltŽr’tette a Marokk—ba tart— gŽpet, mindenkit elborzasztott.",795
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,153,0,Filler,45,4,a,—,1,yes,531,"Az a h’r, hogy a lŽgiutask’sŽr_ eltŽr’tette a Marokk—ba tart— gŽpet, mindenkit elborzasztott.",531
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,153,0,Filler,45,5,lŽgiutask’sŽr_,install‡ci—ban,0,yes,1279,"Az a h’r, hogy a lŽgiutask’sŽr_ eltŽr’tette a Marokk—ba tart— gŽpet, mindenkit elborzasztott.",1279
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,153,0,Filler,45,6,eltŽr’tette,‡tšršk’tett,0,yes,2161,"Az a h’r, hogy a lŽgiutask’sŽr_ eltŽr’tette a Marokk—ba tart— gŽpet, mindenkit elborzasztott.",2161
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,153,0,Filler,45,7,a,—,1,yes,623,"Az a h’r, hogy a lŽgiutask’sŽr_ eltŽr’tette a Marokk—ba tart— gŽpet, mindenkit elborzasztott.",623
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,153,0,Filler,45,8,Marokk—ba,Juhtejb_l,0,yes,2648,"Az a h’r, hogy a lŽgiutask’sŽr_ eltŽr’tette a Marokk—ba tart— gŽpet, mindenkit elborzasztott.",2648
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,153,0,Filler,45,9,tart—,fŽrfi,0,yes,644,"Az a h’r, hogy a lŽgiutask’sŽr_ eltŽr’tette a Marokk—ba tart— gŽpet, mindenkit elborzasztott.",644
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,153,0,Filler,45,10,"gŽpet,","eleje,",1,yes,677,"Az a h’r, hogy a lŽgiutask’sŽr_ eltŽr’tette a Marokk—ba tart— gŽpet, mindenkit elborzasztott.",677
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,153,0,Filler,45,11,mindenkit,kšnnyedŽn,1,yes,1502,"Az a h’r, hogy a lŽgiutask’sŽr_ eltŽr’tette a Marokk—ba tart— gŽpet, mindenkit elborzasztott.",1502
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,153,0,Filler,45,12,elborzasztott.,bizony’thassa.,1,yes,1539,"Az a h’r, hogy a lŽgiutask’sŽr_ eltŽr’tette a Marokk—ba tart— gŽpet, mindenkit elborzasztott.",1539
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,96,0,Expt-D,21,0,A,x-x-x,0,yes,1530,"A rendez_, akit a j‡tŽkos megzavart a kv’z kšzben, megv‡laszolta a kŽrdŽst.",1530
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,96,0,Expt-D,21,1,"rendez_,","fekszik,",1,yes,1422,"A rendez_, akit a j‡tŽkos megzavart a kv’z kšzben, megv‡laszolta a kŽrdŽst.",1422
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,96,0,Expt-D,21,2,akit,cŽlt,1,yes,803,"A rendez_, akit a j‡tŽkos megzavart a kv’z kšzben, megv‡laszolta a kŽrdŽst.",803
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,96,0,Expt-D,21,3,a,‡,1,yes,589,"A rendez_, akit a j‡tŽkos megzavart a kv’z kšzben, megv‡laszolta a kŽrdŽst.",589
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,96,0,Expt-D,21,4,j‡tŽkos,ŽlmŽnye,0,yes,1242,"A rendez_, akit a j‡tŽkos megzavart a kv’z kšzben, megv‡laszolta a kŽrdŽst.",1242
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,96,0,Expt-D,21,5,megzavart,szakm‡ban,1,yes,1207,"A rendez_, akit a j‡tŽkos megzavart a kv’z kšzben, megv‡laszolta a kŽrdŽst.",1207
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,96,0,Expt-D,21,6,a,_,1,yes,576,"A rendez_, akit a j‡tŽkos megzavart a kv’z kšzben, megv‡laszolta a kŽrdŽst.",576
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,96,0,Expt-D,21,7,kv’z,pasa,0,yes,1253,"A rendez_, akit a j‡tŽkos megzavart a kv’z kšzben, megv‡laszolta a kŽrdŽst.",1253
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,96,0,Expt-D,21,8,"kšzben,","fognak,",1,yes,775,"A rendez_, akit a j‡tŽkos megzavart a kv’z kšzben, megv‡laszolta a kŽrdŽst.",775
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,96,0,Expt-D,21,9,megv‡laszolta,megmondhat—ja,0,yes,1367,"A rendez_, akit a j‡tŽkos megzavart a kv’z kšzben, megv‡laszolta a kŽrdŽst.",1367
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,96,0,Expt-D,21,10,a,—,1,yes,582,"A rendez_, akit a j‡tŽkos megzavart a kv’z kšzben, megv‡laszolta a kŽrdŽst.",582
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,96,0,Expt-D,21,11,kŽrdŽst.,kŸlšnšs.,0,yes,856,"A rendez_, akit a j‡tŽkos megzavart a kv’z kšzben, megv‡laszolta a kŽrdŽst.",856
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,159,0,Filler,51,0,Annak,x-x-x,0,yes,619,"Annak a lehet_sŽge, hogy a katona megbocs‡tana a terrorist‡nak, felkeltette a parancsok figyelmŽt.",619
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,159,0,Filler,51,1,a,e,1,yes,573,"Annak a lehet_sŽge, hogy a katona megbocs‡tana a terrorist‡nak, felkeltette a parancsok figyelmŽt.",573
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,159,0,Filler,51,2,"lehet_sŽge,","tartalmaz—,",1,yes,668,"Annak a lehet_sŽge, hogy a katona megbocs‡tana a terrorist‡nak, felkeltette a parancsok figyelmŽt.",668
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,159,0,Filler,51,3,hogy,Žven,1,yes,660,"Annak a lehet_sŽge, hogy a katona megbocs‡tana a terrorist‡nak, felkeltette a parancsok figyelmŽt.",660
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,159,0,Filler,51,4,a,‡,0,yes,564,"Annak a lehet_sŽge, hogy a katona megbocs‡tana a terrorist‡nak, felkeltette a parancsok figyelmŽt.",564
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,159,0,Filler,51,5,katona,j‡rtam,0,yes,729,"Annak a lehet_sŽge, hogy a katona megbocs‡tana a terrorist‡nak, felkeltette a parancsok figyelmŽt.",729
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,159,0,Filler,51,6,megbocs‡tana,magass‡gukat,0,yes,2118,"Annak a lehet_sŽge, hogy a katona megbocs‡tana a terrorist‡nak, felkeltette a parancsok figyelmŽt.",2118
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,159,0,Filler,51,7,a,—,0,yes,611,"Annak a lehet_sŽge, hogy a katona megbocs‡tana a terrorist‡nak, felkeltette a parancsok figyelmŽt.",611
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,159,0,Filler,51,8,"terrorist‡nak,","t‡volugr‡sban,",1,yes,868,"Annak a lehet_sŽge, hogy a katona megbocs‡tana a terrorist‡nak, felkeltette a parancsok figyelmŽt.",868
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,159,0,Filler,51,9,felkeltette,hat—anyagok,0,yes,1248,"Annak a lehet_sŽge, hogy a katona megbocs‡tana a terrorist‡nak, felkeltette a parancsok figyelmŽt.",1248
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,159,0,Filler,51,10,a,_,1,yes,563,"Annak a lehet_sŽge, hogy a katona megbocs‡tana a terrorist‡nak, felkeltette a parancsok figyelmŽt.",563
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,159,0,Filler,51,11,parancsok,utaz‡ssal,1,yes,1379,"Annak a lehet_sŽge, hogy a katona megbocs‡tana a terrorist‡nak, felkeltette a parancsok figyelmŽt.",1379
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,159,0,Filler,51,12,figyelmŽt.,integr‡lt.,0,yes,834,"Annak a lehet_sŽge, hogy a katona megbocs‡tana a terrorist‡nak, felkeltette a parancsok figyelmŽt.",834
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,33,0,Expt-A,6,0,A,x-x-x,0,yes,867,"A nyomoz—, aki Žszrevette a gyanœs’tottat az Žtterem kšzelŽben, felŸlb’r‡lta a vezet_sŽget.",867
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,33,0,Expt-A,6,1,"nyomoz—,","ŽreztŸk,",0,yes,2039,"A nyomoz—, aki Žszrevette a gyanœs’tottat az Žtterem kšzelŽben, felŸlb’r‡lta a vezet_sŽget.",2039
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,33,0,Expt-A,6,2,aki,sz—,1,yes,816,"A nyomoz—, aki Žszrevette a gyanœs’tottat az Žtterem kšzelŽben, felŸlb’r‡lta a vezet_sŽget.",816
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,33,0,Expt-A,6,3,Žszrevette,v‡s‡rl‡sra,0,yes,1280,"A nyomoz—, aki Žszrevette a gyanœs’tottat az Žtterem kšzelŽben, felŸlb’r‡lta a vezet_sŽget.",1280
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,33,0,Expt-A,6,4,a,‡,1,yes,651,"A nyomoz—, aki Žszrevette a gyanœs’tottat az Žtterem kšzelŽben, felŸlb’r‡lta a vezet_sŽget.",651
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,33,0,Expt-A,6,5,gyanœs’tottat,vizsg‡lataink,1,yes,1534,"A nyomoz—, aki Žszrevette a gyanœs’tottat az Žtterem kšzelŽben, felŸlb’r‡lta a vezet_sŽget.",1534
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,33,0,Expt-A,6,6,az,ne,1,yes,817,"A nyomoz—, aki Žszrevette a gyanœs’tottat az Žtterem kšzelŽben, felŸlb’r‡lta a vezet_sŽget.",817
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,33,0,Expt-A,6,7,Žtterem,m‡skŽpp,1,yes,824,"A nyomoz—, aki Žszrevette a gyanœs’tottat az Žtterem kšzelŽben, felŸlb’r‡lta a vezet_sŽget.",824
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,33,0,Expt-A,6,8,"kšzelŽben,","‡ltal‡nos,",1,yes,841,"A nyomoz—, aki Žszrevette a gyanœs’tottat az Žtterem kšzelŽben, felŸlb’r‡lta a vezet_sŽget.",841
,,,,,,,,,,,,,,
1744209264,805b625fa6c799c6e397d6975a74b06b,Maze,33,0,Expt-A,6,9,felŸlb’r‡lta,fejlesztened,1,yes,2877,"A nyomoz—, aki Žszrevette a gyanœs’tottat az Žtterem kšzelŽben, felŸlb’r‡lta a vezet_sŽget.",2877
